property_id,square_feet,bedrooms,bathrooms,age_years,distance_to_city_center,property_type,location_tier,has_garden,has_pool,has_garage,furnished,floor,crime_rate,school_rating,hospital_distance,shopping_distance,price
960,1768,5,4,14,1.7345188172993762,Villa,Tier 2,1,0,1,0,20,23.052155189497874,7.517324596869331,2.6812063249963773,4.624351943820953,1684997.0
961,1885,2,2,31,13.901949973882616,Penthouse,Tier 2,1,0,1,0,5,21.146492934322744,6.422786662948137,6.7307438570652325,0.2,1358157.15
962,2297,3,3,25,12.408327742440441,Villa,Tier 2,0,0,1,0,10,13.602633162018094,7.135806934009301,0.5,0.2,1451997.01
963,1617,3,1,13,2.279283303652054,Studio,Tier 1,1,0,0,1,1,38.27079487454327,5.479576036336047,0.7911570875085189,0.2,502053.63
964,1925,3,2,20,18.76816947585578,Apartment,Tier 2,0,0,1,0,3,6.30427074540366,6.2655750619001385,4.207655657484981,1.3605075555642456,602468.78
965,1446,2,4,8,3.3030401302602157,Apartment,Tier 2,1,0,1,0,0,12.73970898232041,4.999090044309161,6.370255104007889,1.7374932051609178,516381.36
966,2364,3,3,11,15.74966842320416,Villa,Tier 1,0,0,0,0,1,55.14530516219218,7.396457853367823,7.753152561013129,4.9384431105680475,2609859.41
967,1094,2,2,0,6.710059325875891,Duplex,Tier 3,0,0,1,1,1,7.466043245669065,6.477739362376246,5.15031497049309,3.0342059479830024,387507.98
968,2580,4,3,1,13.150856944652027,House,Tier 3,0,0,1,1,2,12.691115283008012,7.398593067454716,7.06695004801364,15.0,768781.32
969,1475,1,4,26,4.802764756283287,Duplex,Tier 3,0,0,0,1,25,8.826369488024664,6.450085309176701,0.9061241840171208,4.740234329348263,487173.51
970,641,5,2,0,4.263934823747612,Duplex,Tier 2,0,0,0,0,3,56.24911435379848,7.353495464367431,5.367267296982391,6.202300208063656,292758.8
971,1576,4,2,2,18.411152667816857,Duplex,Tier 3,0,0,1,0,5,15.39280336397054,9.707728698022372,2.7694697328950895,0.6026153859077905,584933.14
972,1091,2,4,23,0.5,Duplex,Tier 3,0,0,0,1,15,19.9759815730788,6.214334595422665,12.318034992127307,3.0768741153237054,393358.32
973,2004,4,2,0,36.784123165316366,Studio,Tier 2,1,0,1,0,1,48.98972124185893,7.737169400850832,4.776258452732128,0.4840848907048453,374789.83
974,1108,1,3,4,10.446343422421966,Studio,Tier 3,1,1,1,0,1,26.056463839869163,6.011050786143017,3.900813112203319,3.3715304374326083,137053.55
975,1232,5,3,13,5.664852581597367,Villa,Tier 2,1,0,0,0,1,37.67738481313465,6.801929726265791,4.316847617649028,4.976802447071462,970333.06
976,366,3,3,13,9.890080245682709,Apartment,Tier 3,1,0,0,0,15,17.399205561459564,7.70938545997188,8.89872687551315,1.071182590507297,120051.32
977,1228,2,2,22,1.3095294420613135,Apartment,Tier 3,0,0,1,0,4,12.12832583092343,7.424868383761153,0.5,0.548938911984535,336670.93
978,300,3,2,10,7.216545936095694,Apartment,Tier 3,1,0,0,1,3,38.99373032010206,8.03623224457994,9.84014856768159,0.8131095384561091,68405.1
979,549,1,3,10,42.06093664162438,Apartment,Tier 1,0,0,0,0,10,10.776090908444317,8.434654018522902,0.5,4.997064898032976,262687.05
980,1956,6,2,19,2.682317135303846,Apartment,Tier 2,0,0,0,1,1,29.577922014696696,7.997190749784233,4.369287393994792,2.375986711428486,830694.03
981,1971,1,2,10,12.811350222276108,Duplex,Tier 1,1,0,1,1,1,74.7324887869209,8.380360811465929,3.4917328261609204,2.306611298989922,1140560.61
982,1755,3,2,14,5.708788868742066,Villa,Tier 2,0,0,1,0,4,31.385656958226534,7.319505898444494,2.312976341770302,2.579460696541548,1010004.91
983,919,3,1,34,10.568701852232348,House,Tier 2,0,0,1,0,10,25.105428996157265,5.907113366734603,0.6889587198730519,2.033650680885776,365764.31
984,1471,5,5,7,2.2927132368549543,Studio,Tier 2,1,0,1,0,2,20.909749960458335,8.200978538221987,0.6623539625253458,5.971979328305738,433946.21
985,1497,2,2,7,6.357559832049862,House,Tier 3,1,0,0,1,1,39.24866672920672,6.427904232097482,6.777053636104803,2.1244588690367894,352789.22
986,804,3,4,0,39.16669476538881,Apartment,Tier 2,1,0,1,0,3,33.08766861720843,8.040866109659872,0.6023483621726446,2.718742586057411,309082.46
987,2402,3,1,14,2.1726977453614045,Studio,Tier 3,0,0,1,1,1,53.89808830959173,5.1174439868406765,5.811819758535974,11.70576823167621,279346.57
988,2026,4,3,0,10.118247633154702,House,Tier 1,1,0,1,1,5,40.676511707359765,6.466339445136732,23.181373898012893,1.822672976909149,1713562.66
989,1367,1,2,10,8.570735677483556,Villa,Tier 2,1,0,1,1,4,54.84296340941687,5.963199817806737,5.726756054133574,0.6215911484278404,712947.92
990,1516,2,3,24,8.32527844099046,Apartment,Tier 3,1,0,1,1,3,56.169856476085656,7.588693900432645,0.5,2.4832729203399233,289738.92
991,1625,2,3,11,9.548322288411878,House,Tier 3,1,0,1,0,15,33.31978193414978,6.134342891062481,3.905075245212262,3.6584897353368184,463978.76
992,300,4,1,4,6.97633174980095,Studio,Tier 1,0,0,1,0,5,11.601046583380649,6.977153340349165,8.992066377065267,0.4011690575640238,108945.72
993,1351,2,4,23,0.5,Apartment,Tier 3,0,0,0,0,1,18.30638877129917,6.782002871133392,15.462374222257223,0.5301448444366051,261490.08
994,1090,3,2,4,23.035536765508667,Duplex,Tier 2,1,0,1,0,3,16.921975220508063,8.539835994170353,6.503444012000096,0.2,488510.77
995,899,2,3,19,17.543413074873577,Apartment,Tier 3,1,0,1,1,2,35.60379458073848,7.706272343262054,1.8529048500530192,4.092185702999622,197654.38
996,1331,4,5,14,1.9136352960563245,House,Tier 3,0,0,1,1,10,19.759120329932422,7.4345859221043025,1.4461401901816084,0.6774743130289547,547062.19
997,2578,5,4,2,5.33195946316022,Duplex,Tier 2,1,0,0,1,5,14.420047080417287,7.030515657037367,7.658225861262885,6.940461972950258,1937071.11
998,1884,3,4,35,14.72065695760959,Duplex,Tier 3,0,0,1,0,3,48.33934976521091,5.849366528259827,7.142153020977183,2.17354721437344,532568.68
999,1157,3,2,3,39.151436389080004,Apartment,Tier 3,0,0,0,0,10,25.641161229311134,5.684947381687424,3.331398841181012,9.319163914035672,190391.96
1000,1843,2,1,68,30.18735765568696,Apartment,Tier 3,0,0,0,0,3,29.118150923620274,7.415855474228553,0.5,1.4489400697883201,208406.16
1001,2339,1,2,0,22.96197533718365,Penthouse,Tier 3,0,1,1,0,10,28.280430476420666,4.87889540193695,5.574279487846261,9.358304120765412,915294.62
1002,2054,2,2,4,1.7241942191305273,Apartment,Tier 3,0,0,1,0,0,45.677595679014146,6.943558287140111,4.463449936002988,11.39932318531961,421994.27
1003,1535,3,3,3,24.58947787628209,House,Tier 2,1,0,1,1,1,38.06337167423241,7.160963699735877,0.5,0.4179145591786248,648745.04
1004,1111,3,2,0,21.073877276031947,Studio,Tier 2,0,0,0,1,5,9.31284850640972,4.883999960644848,5.142037494216499,0.4003930033701532,220033.96
1005,1918,5,3,19,4.7312836401464855,Villa,Tier 3,0,0,1,1,1,50.74080349525825,6.915721731310701,0.7099968301987158,1.6523880619404896,1132757.35
1006,1736,3,2,17,5.017380321869021,Apartment,Tier 3,1,1,0,0,5,17.87339688147883,7.009401715356836,8.738632997019673,1.6027528274692946,491330.73
1007,2037,3,2,23,6.160174905998308,House,Tier 2,0,1,0,0,5,17.600201782637235,10.0,5.597806116548019,3.148771880833962,982583.29
1008,1881,3,3,4,10.676243071213232,Duplex,Tier 2,1,0,0,1,4,28.825075520137954,7.01413013335203,0.5,0.35855877711919604,1194463.48
1009,2129,3,2,8,3.0223494161064792,Villa,Tier 3,1,0,0,0,10,63.429630302950955,8.312788074653241,3.7945748627347626,4.235784512995311,938283.92
1010,1178,2,3,16,0.5,Penthouse,Tier 2,0,0,1,1,3,50.208328601146725,7.669795485899781,8.183774528242507,0.7644378492475865,918042.17
1011,2290,3,2,8,1.5225359246605956,House,Tier 1,1,0,0,0,15,18.993836999605012,7.386945364640022,8.859400449388215,0.4897334871410878,1959150.9
1012,1618,3,3,17,5.800254944914736,Apartment,Tier 1,1,1,0,1,4,5.7983135669629675,8.244976802821649,0.5,4.747299560318815,1347247.4
1013,2745,4,1,15,3.312892885283409,Apartment,Tier 3,1,0,1,1,3,43.848366519196674,4.835080323792276,0.5,0.25110561627096156,499380.82
1014,1086,5,2,1,14.46114690869482,House,Tier 2,0,0,1,0,3,28.660453424430816,6.867072995521678,7.4582171272182585,3.730163197835108,584493.61
1015,2541,2,3,22,1.1282169286457788,Apartment,Tier 2,0,0,0,1,15,8.676420744148427,7.4220206593069555,1.3240890165516643,0.35346361731861686,879328.62
1016,1618,1,4,19,24.94535566024603,House,Tier 3,0,0,0,0,1,59.419077064889336,5.556233301572923,4.507354283913157,4.041911203588668,255439.57
1017,1109,3,2,15,22.569157931252796,Penthouse,Tier 3,1,0,1,0,5,22.334712331633025,6.9299306922134205,4.693247423519327,4.68964153443783,617344.56
1018,1209,3,2,2,23.942269954284036,Penthouse,Tier 1,1,0,0,1,1,31.885888633525,7.141090506140484,4.968715426197293,2.636003280772276,1492946.88
1019,1307,2,2,4,13.455747664790984,Apartment,Tier 1,1,0,0,1,0,14.022951597373027,6.746946838240286,2.0615046917891675,1.3007033856906252,752767.01
1020,1754,4,2,7,1.1316866617237906,Studio,Tier 2,0,0,0,1,20,44.95731969624914,5.668746596333416,0.5,0.8084485159416517,413873.03
1021,1813,6,3,4,5.764982479679624,Villa,Tier 3,0,0,1,0,1,29.782899709358563,5.869324619307639,3.8553469680918484,4.965090505356238,1039418.45
1022,1155,5,3,3,1.4087874334155213,Apartment,Tier 1,0,1,1,0,5,24.974060006228893,6.519011318510569,3.6181204648328387,0.3388218118798888,1081834.77
1023,1485,2,1,24,43.98090389576993,Apartment,Tier 2,0,0,1,1,3,7.758459410290312,7.5769384430604365,2.8382223858922484,11.003384701905313,366649.8
1024,2785,4,2,15,4.050228410206821,Villa,Tier 3,1,0,1,0,10,36.22080027682642,7.14264062567225,1.6393071479784391,4.530401929853281,1523426.34
1025,2536,4,3,12,8.802735625974027,House,Tier 3,0,0,1,1,10,44.6924889748719,7.298898315301067,9.258935286411269,3.5172004272450317,701868.56
1026,1761,3,2,3,15.113726869114458,Apartment,Tier 2,0,0,0,0,1,10.286420918530288,6.653166903986511,2.310941800569877,13.430392468114814,594953.37
1027,1522,3,3,37,25.33459503360952,Apartment,Tier 1,1,0,1,1,3,8.256484279410385,5.739384257002489,0.6779487466889054,3.5012688703457218,821914.06
1028,1572,4,1,3,14.087351868359377,Apartment,Tier 2,0,1,1,1,0,35.94840100650952,6.539719004938287,7.096568177225695,0.3293192687014661,570305.63
1029,1868,3,3,23,11.224044265137644,Duplex,Tier 2,1,0,1,1,3,10.885946437743986,5.75077494219759,5.05684162342487,1.1684754708010856,935888.87
1030,886,3,2,51,6.273253245704563,Penthouse,Tier 2,0,0,0,1,5,36.464919067319585,2.458109217622402,1.8491863095347305,2.6415057430035813,582829.45
1031,1345,3,3,19,9.298830243458438,House,Tier 2,1,0,0,0,1,18.59718333697586,6.9796809551267796,0.8193097915021158,2.569908885946598,590687.92
1032,498,3,2,74,0.9889679375957906,Duplex,Tier 2,0,0,1,0,10,11.668216356622278,6.609590706339124,2.89611435988303,0.2,162252.64
1033,1739,2,2,15,21.53497569002822,Villa,Tier 1,0,1,0,0,0,56.20599133896056,8.854803530165187,0.5,0.9032278332803366,1930679.81
1034,1888,5,3,3,7.84774230868347,Penthouse,Tier 3,1,0,0,0,0,48.474868364388385,8.03355686842013,1.2600232200935777,3.998756482148716,1198333.32
1035,1210,3,1,3,0.5,Apartment,Tier 3,1,0,0,0,0,21.508142346642018,7.714253415845005,16.61632475448826,3.232909771908072,259736.96
1036,2444,3,2,5,25.245059628366988,Villa,Tier 2,0,0,0,1,2,2.385484975024882,5.500738418767412,0.8155083133567769,6.834573860147376,1465395.3
1037,764,1,2,0,6.71976810299526,Apartment,Tier 3,1,0,0,0,3,31.924924152824826,8.529491741081511,1.6077805830627865,9.671877539187962,168844.26
1038,621,3,2,17,20.294265398237794,House,Tier 3,1,0,0,1,1,50.987226572088865,7.211839878154117,0.7481313821353074,6.109724252213567,157738.02
1039,1634,2,4,4,19.441274185016372,Apartment,Tier 3,0,1,1,1,25,19.201657732359,6.464320242217464,12.152191778234464,2.416509619994436,599394.76
1040,2128,1,3,25,16.914703637279068,Apartment,Tier 2,1,0,0,0,25,8.627902972015681,5.825707861643144,12.940418421613115,2.349007750235387,922328.59
1041,2510,3,1,6,0.633690924343196,Apartment,Tier 2,0,1,1,0,3,45.234713799176724,6.017583285166266,0.5,1.3837033168253234,1063893.52
1042,1224,3,3,9,2.8377856163863235,House,Tier 2,0,0,0,0,4,45.06019476643665,6.615161031921887,11.42481479109775,6.871810010985721,510075.27
1043,2147,3,2,50,20.83834154817923,Studio,Tier 2,0,0,0,1,20,28.964109526301378,5.45992869770099,0.767638304420788,5.3272721865645245,339848.3
1044,1476,1,4,4,22.92546212121881,House,Tier 2,0,0,1,0,5,14.45731681309145,7.057488103288345,2.531613065391421,4.528833284915263,547659.75
1045,1396,3,2,19,6.126163379552938,Studio,Tier 3,0,0,1,1,1,24.42733527624167,6.7521834793487185,4.413005565408722,4.520889447836682,181247.93
1046,2030,2,3,21,5.79892547377237,Villa,Tier 1,0,0,1,0,10,10.13050885259856,8.029897289610709,3.1033147579885147,5.6685346746964855,2146919.49
1047,1891,6,2,3,1.9254237249486468,House,Tier 3,0,0,0,0,1,29.930937542442678,6.77617152182972,0.7304498619091414,7.536056186034964,674201.7
1048,554,3,2,10,34.54939630961333,Apartment,Tier 2,1,0,0,0,3,13.598636016625223,4.2685734526865655,7.841000262950045,5.1617516535297,151913.26
1049,2385,3,2,6,2.3970299948859717,Duplex,Tier 3,1,0,1,0,3,23.867064735699593,6.535699759817729,5.814409774338292,5.062868159550328,815123.4
1050,2328,2,2,22,2.118782244953234,Apartment,Tier 2,0,0,0,1,5,8.880201902830986,5.306371093881811,14.168256630065159,3.2392115192108735,692621.01
1051,1124,1,3,14,10.809559929450057,Villa,Tier 3,0,0,1,1,1,28.996946892375234,6.1050534085149755,2.1766388567179793,1.8380650928439346,461617.09
1052,1737,5,2,9,2.78186370339732,Villa,Tier 2,1,0,1,1,0,30.60405050942468,5.584177536422793,2.814052408532593,2.4014671491827797,1491575.17
1053,1796,2,4,22,27.93144324705466,House,Tier 3,0,0,1,0,15,5.587496682536597,10.0,2.152003307193238,2.299191428180909,531415.23
1054,1656,3,2,4,0.5,Apartment,Tier 1,0,0,1,1,10,68.58995027703519,6.49022944219934,0.5,5.21527525106478,1029007.35
1055,1169,3,3,21,0.5,House,Tier 3,0,0,0,0,3,19.04228252877663,8.076375459500426,0.5,0.9276308681907096,352851.28
1056,1097,1,4,30,7.029486613917387,Studio,Tier 2,1,1,0,0,4,17.73324432441422,6.540444301670397,7.163302296584616,1.3537017094774773,234920.72
1057,1484,4,3,31,6.695526534027607,Studio,Tier 3,0,1,1,0,5,24.306246915978857,6.659716004719999,1.6763748115679848,2.4437468857273137,218870.03
1058,2203,3,4,22,1.7836621575997,Duplex,Tier 3,0,0,1,0,3,39.5198856409876,6.287166435626047,3.3386646362666554,12.58925584414041,659238.66
1059,1826,2,3,7,6.822459415084358,House,Tier 3,1,1,0,0,2,41.69559858549376,5.955910391116014,19.30906784815431,2.016353625473968,424822.01
1060,1277,1,2,60,5.30452145358667,House,Tier 1,0,0,0,0,3,18.822754538899403,5.987770940185895,0.5,0.40555649331749644,572795.82
1061,1963,2,3,7,22.1027509416585,Apartment,Tier 3,0,0,0,1,20,15.49409417566309,7.56170769851565,3.6454739176017235,3.3632364391118346,510851.01
1062,300,4,2,15,0.5,Duplex,Tier 2,1,0,1,1,10,41.885114761829506,6.910190874872934,3.6513690283195235,2.8738897644331804,165566.19
1063,2189,3,2,2,37.41006992510578,House,Tier 1,0,0,0,0,3,39.263234147494714,8.99371309145938,30.0,5.623973291084422,969312.32
1064,456,2,2,59,9.792112674455192,House,Tier 2,1,0,1,1,1,10.88514368368458,6.669674765122775,8.988806668931533,5.79059187733829,179782.03
1065,1282,1,3,18,1.6469004424532292,Duplex,Tier 2,0,0,1,1,15,36.20823381878286,6.585609181597496,0.5,0.8997537813268746,538050.59
1066,828,3,2,20,0.5,House,Tier 3,0,0,1,1,4,48.79170543590696,7.06101565467675,0.8545835224379211,0.2,207371.29
1067,723,3,2,1,7.724191122359705,Villa,Tier 2,0,0,1,1,3,15.068497228476781,7.908781791943181,0.5,4.611601900410152,570711.79
1068,2196,3,2,21,2.677358815683006,Apartment,Tier 1,1,0,0,0,1,34.478084760551376,7.174032868343392,1.095972312740028,3.1699458271893057,1336559.89
1069,1219,3,5,22,3.5834138453884123,House,Tier 3,0,0,0,0,5,21.677220197829158,9.01858830147764,1.1933915473605914,0.4572184331695205,311365.73
1070,1707,2,1,16,2.812125978175804,Duplex,Tier 3,0,0,1,0,2,22.158169123341658,10.0,0.5,12.708855284026235,539093.93
1071,1471,3,1,5,10.503145702230608,Villa,Tier 3,1,0,1,1,4,6.044590030141969,8.228848024156,3.7456571187502035,7.808139685115137,734077.86
1072,1786,5,2,10,8.063807455311702,Apartment,Tier 3,1,1,0,1,4,11.332377223921075,7.564001512140466,18.44670107014695,3.852588297687896,545055.69
1073,1546,2,5,1,0.8118231559534088,Apartment,Tier 2,0,0,1,0,5,23.404850683036724,3.9987209164303925,8.143723711210226,0.2,502651.39
1074,730,3,5,9,7.476594041989044,House,Tier 3,0,0,0,1,3,51.874603036251784,9.077213720893928,1.1368458998144557,0.7198215194927045,241648.19
1075,2097,3,3,4,15.663294086734364,Villa,Tier 3,0,0,0,0,4,51.417103746409396,8.84093028942525,7.639235727085296,1.177225780226715,890760.94
1076,1203,3,4,6,0.846809209624124,Apartment,Tier 2,0,1,1,1,0,45.0804796066165,9.301908339147069,20.155313603787818,0.2,632593.69
1077,566,2,2,2,22.049047808140045,Villa,Tier 2,1,0,1,0,4,33.873289240432605,8.194445629033334,9.01605701241415,5.2700774962111545,375619.21
1078,1243,4,5,3,8.634768865486995,House,Tier 3,1,0,0,1,1,51.97423776325969,5.576131687863988,3.161923535317644,0.23913726603448088,436470.81
1079,2400,3,1,1,30.08300306863008,Studio,Tier 3,0,1,0,0,2,25.316045404198285,5.5521893448621285,1.569005878852939,0.6897262263050972,319205.2
1080,2010,3,1,37,1.6033451439106297,Apartment,Tier 1,0,0,0,0,3,53.25110456854097,5.364306938941011,6.889468329157106,1.1522307907042293,957187.11
1081,1290,2,1,11,50.0,Studio,Tier 2,1,0,1,1,5,30.098060635980893,7.1205542174122245,7.719435649358645,1.2101125039473564,170266.54
1082,1290,2,3,7,10.335913194670391,House,Tier 3,1,0,1,0,5,28.376452246962934,5.948409658253955,1.760841923396764,0.924083776872723,410255.99
1083,1307,1,3,11,8.381595410956589,House,Tier 2,0,0,0,1,5,13.863235668558845,8.28850393615112,1.2691911363486255,11.532964115350154,531218.38
1084,2746,4,2,14,7.2418309887137955,Duplex,Tier 2,0,0,1,0,0,43.514162444411845,6.142295047568749,5.575328312129802,9.718832441659634,1146453.25
1085,1729,2,5,38,0.5,Apartment,Tier 3,0,1,0,1,2,34.969604783864426,6.511294776533905,10.96551295202686,2.9051141123232096,367571.1
1086,1758,3,2,2,28.074152513613516,House,Tier 2,1,0,1,1,2,28.447538518211807,7.3965160330442075,0.5,0.4009830528430226,792957.36
1087,2118,3,2,5,10.328090225601747,House,Tier 2,0,0,1,0,2,19.70272427884424,6.282838574226592,21.74908657218127,3.679442543892057,855238.77
1088,1643,3,2,55,0.9609962428285379,House,Tier 3,1,0,1,1,4,35.93444837045767,5.637839483833729,1.0650443878001374,11.119403885614599,494398.97
1089,1344,3,3,6,0.5,Villa,Tier 3,0,0,1,0,1,38.91790161669498,4.2805626083754635,2.1494439912417547,15.0,439427.19
1090,1382,3,3,0,0.5211851819818322,Apartment,Tier 3,1,0,1,1,3,25.647669427558796,8.39618116023507,0.5,2.876065299811497,367969.25
1091,1457,2,2,2,9.400604142907516,Villa,Tier 3,0,0,0,0,15,51.101344593164555,5.618238396388506,0.5,0.6269310074138444,578819.24
1092,1477,2,3,0,9.519578452747933,Villa,Tier 3,0,0,1,0,5,20.517767410872125,6.425151493281675,1.5924395792220938,5.345687732551385,647871.32
1093,1936,3,2,68,6.92481985414183,Studio,Tier 3,0,0,0,1,5,27.164576018262093,6.443505089974313,4.162262664893529,2.9246407096013916,212236.37
1094,1531,3,3,4,3.663874157390095,Apartment,Tier 2,0,1,1,0,10,28.133959400696696,3.90848254737631,11.56736021065779,1.8051453013954508,597769.23
1095,1939,2,5,38,7.587374153323702,Apartment,Tier 3,0,1,1,0,2,43.41652677774782,7.4303055311331745,0.5,0.48746184898836925,482501.99
1096,1451,3,1,82,7.262941636346657,Villa,Tier 2,1,0,1,0,5,33.52737672597286,9.107493063465814,3.9471874185877738,0.8224784449092528,692450.8
1097,1547,2,4,13,0.5,Apartment,Tier 3,0,0,0,1,0,14.580417320840377,8.439364730313672,2.690419288393629,2.592998916250238,455886.6
1098,301,2,3,0,3.3193944770689905,Villa,Tier 1,0,0,1,0,0,29.52010387212487,6.4358208606498035,22.671118082960504,0.905972704650652,325247.07
1099,2049,1,2,1,0.5465191927705826,Apartment,Tier 2,0,0,1,0,2,26.248803729953384,8.581852561167613,1.0357756303525427,1.9495645709410954,700297.03
1100,1707,4,4,9,23.041338061078932,House,Tier 2,0,0,0,0,1,18.684203881869898,4.399199220280133,2.306330873054546,3.771928185480351,635817.85
1101,2098,2,2,7,12.917960117976303,Studio,Tier 3,0,0,1,0,3,20.05341306834212,8.2482590325247,0.5,13.113213198145369,246522.84
1102,300,2,2,13,50.0,Studio,Tier 3,0,0,0,1,1,29.47624544608961,5.903411889163204,12.280980691834017,0.2,50000.0
1103,2753,2,2,8,3.5978156922772464,Villa,Tier 3,0,0,0,1,25,20.63329253205023,8.452145744925977,4.8698729120954045,4.7802568259384595,1293867.1
1104,1416,2,2,40,21.077245436177353,Studio,Tier 2,0,0,1,1,15,32.9578307751803,7.053405593011322,4.4316771679031,0.41043561511642057,251856.26
1105,2164,3,3,11,9.239557026826002,Penthouse,Tier 2,0,0,0,0,25,14.185283209489358,5.193755805560496,0.5,8.622317261351885,2136519.41
1106,876,1,3,17,6.035357659228411,House,Tier 1,0,0,1,0,10,13.345882410900991,7.370724369622875,0.5212479654351256,4.408513858628468,524286.88
1107,1867,2,4,34,2.5176567316195326,Duplex,Tier 2,0,0,1,1,20,29.49204449901262,7.001425559569266,7.809776070820513,1.5217620869929536,1048539.99
1108,867,3,2,2,13.409087106355699,Villa,Tier 3,1,1,0,1,2,53.65427284340036,7.357450738868684,3.9866765574891683,2.155930335943304,392481.48
1109,1125,2,1,3,23.44874297760827,Villa,Tier 3,0,0,1,1,3,23.703117175268382,5.796979852075436,1.1095309619730547,3.38754991034579,464904.36
1110,2648,4,1,1,2.682826611753023,House,Tier 2,0,1,0,0,1,10.817964299852681,5.243271590839956,3.990493572504905,2.4699196167711244,1171843.7
1111,1385,3,2,2,1.92845137911682,Duplex,Tier 2,1,0,0,1,4,24.154959658675878,7.920426944503268,17.228201348526763,11.743007579104738,690513.41
1112,1630,2,5,10,11.914578277122965,Apartment,Tier 2,0,0,1,0,10,54.39386367834028,6.899307721848912,0.5473983697825815,15.0,560307.72
1113,2022,3,3,5,37.71094905258473,Apartment,Tier 2,0,0,1,1,3,55.2055367637261,7.8589983178650655,17.56729183045794,0.2,594372.7
1114,1797,2,2,8,13.861147816615588,Apartment,Tier 3,0,0,0,1,2,28.605363120815923,7.831828825688322,7.460236308383309,3.9046129362548836,392629.03
1115,1590,3,4,60,3.348865291867539,Apartment,Tier 3,1,0,0,1,3,29.459214705644204,8.061925618197813,0.7787743532618469,4.120515235525877,442111.46
1116,1718,3,3,2,5.446503234772489,House,Tier 3,1,1,0,0,0,61.97931242570818,9.427758597831424,8.4283499406341,4.683841099003185,573405.83
1117,2942,2,1,11,4.850240904155366,Studio,Tier 2,1,0,1,0,5,16.367360233449485,7.298879571885652,6.81330032361368,7.469629252948801,582263.76
1118,1465,3,3,1,19.111852252285413,Villa,Tier 2,1,0,0,0,3,37.51312641688539,5.504223231996321,4.2656694749322845,2.699537377673518,921324.94
1119,1620,4,2,5,14.756537093348182,Apartment,Tier 2,1,0,0,0,15,49.874030676017554,5.839469574012289,7.444074600910021,0.8812744117629063,646717.0
1120,2130,6,1,11,8.891022968353333,Studio,Tier 1,1,0,1,0,20,17.084182661143426,6.564767194829558,0.7613712686567711,3.3411958076312356,904804.29
1121,2163,3,2,43,3.2152722626530434,House,Tier 3,0,1,0,1,1,17.726184650034725,7.3169014389505,6.393890581405967,1.1700482640599887,579360.56
1122,2212,3,2,7,27.804358743132028,House,Tier 3,0,0,0,0,25,8.761376520370229,9.068450224441678,5.12118143359891,1.258058199916051,689002.29
1123,1883,2,2,1,10.59339340636247,House,Tier 3,1,0,0,0,20,24.563201806054856,6.789280938475825,1.675147513835735,2.8476695630976065,581742.55
1124,814,2,2,7,35.225736827815396,Studio,Tier 1,1,0,1,0,4,35.17818529161792,9.519129399039661,5.861920223911704,1.0234843165110465,276241.47
1125,2480,3,2,2,8.67779256634949,House,Tier 3,0,0,0,1,10,41.67875458775867,9.65164759866277,5.679249361026546,3.5574790679858133,780061.16
1126,812,3,3,3,17.214469157408104,Apartment,Tier 1,0,0,0,1,0,17.859302402289472,7.645821328684176,1.3658604549495468,5.754341696392962,463921.9
1127,1681,5,5,14,16.772103471420415,House,Tier 1,1,0,1,1,25,9.535753130065464,7.944949702389207,0.7990029374542225,12.696588353169641,2048781.93
1128,1047,3,3,1,4.114763044517213,Penthouse,Tier 2,0,0,1,0,3,33.8262020664697,6.3109825110654105,2.2491953318638926,0.553204395802758,1064066.84
1129,1461,3,2,9,33.248121439698,Villa,Tier 2,0,0,0,1,15,39.613793132984505,9.520806191942661,2.5471465834577667,1.8228270818472685,923140.54
1130,1697,3,2,14,0.5,Apartment,Tier 3,1,0,1,0,2,24.015246684110966,6.044201078466405,8.690733191196445,4.048933320760428,301573.03
1131,1692,4,2,8,14.640868737078502,Apartment,Tier 3,0,1,0,1,10,21.82381360088333,8.802954431922572,2.8642074335331054,2.5839094169566166,469704.02
1132,1753,3,1,0,33.684519852337274,Villa,Tier 1,0,0,1,1,3,6.528414826738467,5.451315942102427,6.670320643203881,0.2003275778250066,1919241.31
1133,2468,3,3,63,4.1386257325645825,Villa,Tier 2,1,1,0,1,2,27.447982348702855,7.960225328337097,3.105985005509795,1.283347740182865,2093742.53
1134,1772,2,3,6,10.444383226064453,House,Tier 2,0,0,0,0,20,60.10800811855779,8.67156713440586,0.5,4.735734466364471,846478.9
1135,1353,4,3,22,8.260462013890038,Studio,Tier 1,1,0,1,0,5,13.019067914416137,8.362630720240503,5.2884588686909275,2.036684411046169,542048.04
1136,2078,1,3,5,14.334166176623008,Duplex,Tier 2,1,0,1,1,10,14.413150080259218,6.299496979340578,11.287397332666323,3.556154744043404,936527.89
1137,2213,4,2,9,20.112441347740187,Apartment,Tier 3,1,1,0,1,3,21.09930955246604,6.595621141099313,3.652365852295602,3.069281917636715,649467.38
1138,763,3,2,7,9.239312698353162,Villa,Tier 2,1,0,0,0,15,27.38412282156798,9.307265341477422,6.05426431589693,8.61235699870907,606023.15
1139,1858,3,3,6,16.923011035002308,Apartment,Tier 3,0,0,1,0,5,6.90812347271125,6.241286582113048,7.544330053567928,5.859271835475648,332217.22
1140,1920,3,2,0,3.7438160845323742,Penthouse,Tier 2,0,0,0,0,0,29.977444782097713,6.292576954673737,3.1497737700945643,1.2638701656445297,1548444.79
